1623252341,s,c,points,100000,2,1,25,1.9523,2.44173
1623252356,s,c,points,100000,2,1,25,1.24981,2.97077
1623252376,s,c,points,100000,2,1,23,0.684843,1.90961
1623252390,s,c,points,100000,2,1,16,1.61207,1.99218
1623252403,s,c,points,100000,2,1,23,1.48652,2.79337
1623252423,s,c,points,100000,4,1,26,0.901197,4.16377
1623252438,s,c,points,100000,4,1,26,1.25683,4.29353
1623252452,s,c,points,100000,4,1,25,0.976511,3.93728
1623252466,s,c,points,100000,4,1,28,1.2744,4.68536
1623252479,s,c,points,100000,4,1,20,1.25682,3.08055
1623252523,s,c,points,100000,8,1,58,0.752492,15.4856
1623252551,s,c,points,100000,8,1,60,1.56508,18.8514
1623252640,s,c,points,100000,8,1,49,0.95072,13.0787
1623252682,s,c,points,100000,8,1,95,0.87726,28.9438
1623252741,s,c,points,100000,8,1,150,1.04938,47.3448
1623252783,s,c,points,100000,10,1,34,0.729999,10.9298
1623252809,s,c,points,100000,10,1,47,1.32675,18.0776
1623252849,s,c,points,100000,10,1,78,0.801883,23.9233
1623252880,s,c,points,100000,10,1,66,1.3576,23.1309
1623252920,s,c,points,100000,10,1,56,0.767632,17.2197
